u1*(-a^2),u2*(1/Ma),u3*(Mb),u4*(Mc),u5*(h),u6*(m),y
0.68319185,0.16794517,0.919628108,0.007262401,0.810333173,0.978755852,27.91101312
0.821237601,0.773588102,0.891390025,0.707347142,0.950654839,0.967877774,35.79165434
0.14994139,0.253262008,0.564468393,0.293925569,0.699103923,0.860927613,26.36380995
0.754090366,0.287603463,0.62663738,0.538588745,0.959433696,0.083222666,28.47179734
0.719077024,0.983830193,0.001304563,0.167608024,0.371545634,0.775285288,23.73222366
0.559570534,0.114944756,0.571893974,0.770379046,0.212516435,0.783794509,23.41326034
0.584644598,0.744607318,0.185308404,0.697905377,0.90417518,0.174843962,29.59282799
0.091270721,0.745018015,0.581384283,0.043487731,0.729036524,0.054386208,22.57096763
0.600471043,0.209409689,0.989017357,0.287447207,0.703433974,0.26902066,24.82369141
0.381522207,0.882331312,0.345824339,0.830230245,0.7080676,0.199216314,28.4030491
0.867580851,0.089104367,0.727680984,0.504187837,0.490820166,0.102128016,22.51960537
0.313098882,0.716863018,0.481327641,0.18291313,0.170278361,0.068417741,16.9816861
0.576595077,0.000340862,0.68555275,0.768410591,0.884616011,0.951556686,32.16618098
0.4265714,0.710882001,0.838299645,0.54644204,0.822994023,0.054509069,27.67036414
0.876261938,0.61855046,0.715649558,0.37968647,0.451475482,0.168028865,23.21761852
0.253916667,0.378927681,0.281997176,0.612119316,0.82757747,0.20864603,26.71448783
0.07880236,0.650063224,0.853877352,0.436706157,0.975495872,0.935849651,32.39404608
0.748655721,0.666395573,0.978644083,0.118911204,0.13145177,0.638793507,20.44932029
0.412896617,0.612234128,0.911121724,0.143856842,0.717777437,0.635975932,26.68552816
0.589098359,0.20156383,0.596792869,0.636282177,0.891627326,0.574618882,30.0683929
0.026389332,0.30789136,0.883436571,0.1565504,0.831576127,0.36316035,25.03562528
0.952109791,0.874476972,0.157756003,0.774443562,0.759545063,0.698820678,32.01959002
0.877618377,0.835516386,0.196468603,0.013361583,0.081122523,0.319022548,17.20524134
0.623867901,0.336503761,0.257257497,0.147201805,0.446755802,0.261228308,20.19355532
0.017029842,0.988451968,0.771684968,0.49588208,0.087193553,0.340546792,19.88129211
0.377976474,0.94691146,0.240998232,0.432803972,0.52308724,0.158410273,23.62410675
0.978796538,0.712251424,0.720332598,0.636576541,0.015820784,0.631647002,22.3423899
0.681330359,0.205915805,0.83689871,0.251280423,0.613447058,0.036196151,22.28578419
0.160987861,0.231418149,0.201833476,0.157141128,0.061673156,0.362592582,14.81486794
0.460596749,0.477110543,0.549278167,0.361499948,0.197434374,0.565554759,20.54242835
0.966737744,0.074838324,0.83796932,0.013925761,0.031944658,0.5091386,16.4275279
0.534708174,0.898071718,0.075414249,0.525398361,0.518946821,0.989093725,28.20197351
0.024614528,0.408223693,0.593662527,0.664370536,0.073490908,0.524351634,19.6542662
0.619772084,0.357040865,0.194220042,0.854914059,0.760076419,0.697192052,30.33835848
0.271216531,0.453344303,0.88807788,0.620183545,0.145524707,0.261647254,20.01021682
0.098845952,0.922926768,0.878397566,0.477276027,0.648477409,0.505777027,27.45833876
0.402908445,0.910957144,0.605710672,0.503955941,0.503995871,0.358148531,25.30968308
0.558523097,0.25647738,0.362436621,0.883458699,0.736881368,0.400606867,28.57649621
0.017040718,0.549069716,0.778642004,0.762974758,0.598521375,0.966676016,29.44273872
0.559046809,0.432668342,0.280018582,0.867684124,0.658528641,0.132268715,26.60591853
0.511203147,0.04591842,0.81727202,0.350034453,0.051441114,0.106020594,15.63367264
0.793908383,0.524575715,0.20040533,0.446669327,0.354637582,0.24861813,21.6409095
0.423549817,0.76755516,0.127923426,0.800369696,0.80024438,0.214254058,28.81807128
0.55345043,0.772832104,0.688090568,0.99187158,0.959530959,0.987175728,36.85901266
0.742009304,0.733952846,0.716513009,0.309070585,0.219722999,0.448766317,21.49557775
0.897145872,0.203411345,0.297001439,0.031464995,0.751716592,0.190347616,23.01115509
0.380034576,0.073208459,0.237029618,0.403091326,0.353869101,0.765379569,21.82711397
0.601633496,0.169047874,0.927408864,0.288329467,0.039109408,0.889223659,19.7469319
0.694610903,0.009914938,0.054452085,0.586278066,0.520696558,0.453532239,23.53433304
0.043270676,0.755786459,0.591654866,0.854977696,0.826685467,0.987478564,33.22886763
0.800760508,0.20456619,0.803000021,0.828343838,0.623394386,0.405382646,27.89742851
0.377430185,0.435439436,0.957295873,0.143145664,0.600588324,0.320643555,23.16627414
0.670238941,0.092611303,0.742314503,0.856646601,0.392717329,0.149659181,23.33256701
0.471664066,0.538374019,0.809596424,0.456055115,0.475684972,0.423056311,24.33267673
0.702339143,0.408442302,0.926888151,0.275007905,0.019671722,0.315971567,17.48630334
0.724330979,0.273131237,0.444172554,0.951082233,0.328398611,0.023093298,22.69705773
0.191571013,0.950026782,0.066707248,0.4186008,0.708638561,0.304944336,25.87327245
0.662174234,0.310416799,0.246465699,0.788972773,0.915248376,0.813800253,32.41111583
0.851323438,0.669672433,0.995455406,0.173937116,0.751369097,0.741914873,28.97447351
0.235567201,0.963777718,0.18779106,0.603999935,0.437816488,0.066177792,22.85284056
0.75818347,0.697986443,0.243537162,0.677629568,0.549537099,0.59898368,27.63077301
0.633825113,0.687387194,0.403584326,0.408505527,0.313629838,0.451927694,22.40941799
0.955126034,0.783389479,0.873594544,0.771913934,0.683792408,0.574909919,31.28235441
0.260246577,0.649937666,0.794224477,0.753783812,0.218441684,0.165855003,21.63492097
0.154277778,0.409155081,0.591551061,0.54421115,0.706994196,0.905230417,28.69869673
0.312121015,0.233989593,0.500876663,0.0506945,0.433377523,0.889321709,22.02883162
0.257958778,0.956674968,0.688016464,0.619891352,0.315272071,0.74820421,25.66160117
0.75683276,0.645730829,0.170806211,0.270813285,0.221851714,0.999857713,22.99345616
0.733109304,0.006972965,0.587025924,0.192675338,0.56609848,0.109145362,20.86263699
0.669684901,0.375987572,0.500506473,0.767257288,0.298382466,0.388962722,23.34703915
0.216379114,0.041192099,0.577252301,0.539440741,0.288830107,0.398821982,20.11892861
0.861806807,0.857271902,0.805677817,0.97508168,0.697560822,0.662819786,33.03926492
0.956571556,0.220763413,0.650670541,0.19787718,0.64902497,0.431410595,24.68405486
0.531605818,0.539107149,0.915675677,0.421311389,0.90813999,0.905404611,32.00661787
0.649372731,0.200628585,0.601697456,0.950110774,0.908766086,0.633123591,32.57465303
0.500692099,0.638376307,0.261070869,0.177645696,0.747600976,0.211737235,24.40389148
0.283557715,0.651882275,0.395427,0.174416421,0.027561034,0.607790959,17.53208849
0.286147604,0.764767846,0.364777907,0.170285202,0.431189785,0.981799991,24.51875419
0.313420523,0.525799883,0.697743149,0.853063802,0.97301719,0.290981754,31.50035328
0.190850004,0.832552947,0.664792302,0.253741171,0.782267631,0.257072452,26.07156816
0.901923633,0.761918887,0.274015562,0.291615386,0.081800493,0.91634205,21.81363576
0.858398134,0.516758714,0.927151071,0.855069601,0.075530544,0.740594821,24.39755725
0.461639361,0.852365885,0.046509379,0.267434165,0.89489739,0.027755494,26.03229159
0.367251413,0.122710796,0.873420678,0.533725652,0.789669189,0.6734244,28.45827242
0.939078357,0.14024653,0.406329804,0.529553289,0.858054878,0.77386913,30.25171493
0.222373469,0.989882225,0.952228561,0.428234774,0.182775128,0.064717876,19.92903602
0.553541959,0.130787457,0.887090477,0.26911682,0.013013139,0.87923359,18.99710854
0.054498156,0.630684316,0.589594716,0.360366377,0.153289541,0.170368977,17.73895898
0.191202197,0.6390124,0.103523436,0.678527238,0.649219061,0.486785355,26.75044568
0.604026933,0.387077556,0.720127181,0.172625672,0.008935164,0.979843633,19.49167147
0.662183653,0.435651808,0.71620434,0.285903589,0.424548528,0.305224902,22.04175761
0.580995819,0.517018386,0.636807999,0.875922978,0.012063002,0.513101365,21.63405951
0.869601416,0.476719057,0.260126984,0.429999421,0.210356613,0.800037226,22.66401249
0.993405221,0.630426752,0.662786657,0.822803169,0.240875982,0.002520239,22.71220267
0.763861842,0.063522248,0.186007084,0.867870404,0.105207266,0.760820284,22.27111209
0.465091784,0.229556971,0.734609169,0.908428765,0.704216831,0.442456116,28.83422337
0.833934669,0.56687336,0.585932473,0.097573277,0.806658467,0.404172013,26.53358946
0.120387394,0.562624723,0.004233103,0.427285649,0.657111481,0.09729081,22.87050433
0.683270696,0.241547308,0.545919554,0.850064428,0.836772328,0.765104426,31.87723928
0.518337787,0.092965602,0.280376102,0.631718243,0.389991116,0.064392175,20.52830026
0.178065886,0.209551489,0.54801261,0.883426394,0.697179341,0.244157431,26.69430276
0.972933617,0.529649525,0.619652153,0.744080298,0.588579186,0.066855125,26.32600169
0.33843742,0.382113577,0.634764153,0.253869643,0.720894793,0.258073064,24.23968249
0.615423406,0.295815993,0.064793283,0.462203434,0.71884495,0.877852405,28.00410674
0.878594238,0.048431691,0.229881815,0.920513156,0.846338337,0.68961354,31.37451295
0.506688844,0.052636049,0.796797253,0.733833216,0.294485619,0.811356389,24.36009038
0.11513785,0.812672359,0.083908307,0.826915536,0.510123957,0.558133192,26.66780189
0.818739084,0.549794983,0.845958749,0.179258252,0.085875226,0.109233666,17.2080218
0.353213767,0.933394133,0.73266454,0.162610231,0.30251998,0.954776463,23.98539021
0.983066869,0.245712263,0.069163566,0.745332266,0.514048052,0.016339586,23.52928403
0.883825446,0.13883838,0.482045523,0.994402513,0.284618002,0.170320626,23.14066855
0.853449333,0.030055017,0.205356398,0.479287985,0.018482323,0.11109654,15.7580968
0.356253178,0.593496778,0.15788208,0.411041026,0.966881087,0.392769195,28.76248498
0.757129778,0.593544452,0.497075686,0.699298695,0.881898331,0.90922308,33.36519399
0.986329063,0.215212374,0.24871947,0.839736445,0.337369666,0.22191296,23.18779391
0.526321612,0.408604049,0.939394748,0.659326894,0.091955455,0.624435634,21.86915248
0.470732155,0.119733263,0.337549725,0.628668204,0.401741612,0.605355394,23.42667423
0.014665821,0.147468428,0.126136002,0.316841626,0.088981243,0.816149048,17.71051083
0.700203769,0.631145502,0.267670675,0.916188069,0.328087857,0.712519635,26.69213092
0.858477569,0.315514946,0.221570343,0.138624113,0.749236236,0.354260101,24.5897355
0.247457186,0.302200119,0.782086868,0.0979323,0.291477388,0.863750677,20.97872087
0.315024577,0.60007128,0.21141686,0.132691826,0.668597242,0.483930098,23.98635664
0.500677021,0.246679625,0.181396101,0.078717414,0.702346377,0.518535951,23.50662784
0.072080157,0.016031486,0.522342173,0.260625561,0.144201928,0.195539092,15.24764
0.089642476,0.305512513,0.486441024,0.90614546,0.29562065,0.211377306,21.86669112
0.421110759,0.874002808,0.301668833,0.152789001,0.318996565,0.833228095,22.82756645
0.261218953,0.87573483,0.149901953,0.038442847,0.210350226,0.762058162,19.93964593
0.406037303,0.918643251,0.888385383,0.354506257,0.095499418,0.457885621,20.4630411
0.454386298,0.193278275,0.346918505,0.896128022,0.460358701,0.890247509,27.36129527
0.976273397,0.669845529,0.572728997,0.724290782,0.824294235,0.346020779,30.78855628
0.94425982,0.492204596,0.21322972,0.956227947,0.654631906,0.513702573,29.84644143
0.139730152,0.263168648,0.27383222,0.088263376,0.472250035,0.731552895,21.33405973
0.882585974,0.643697721,0.48384839,0.910594257,0.684142416,0.137420796,28.78241621
0.080206662,0.610021075,0.388747377,0.870004356,0.67883929,0.690855833,29.3939744
0.50763547,0.144838683,0.376969982,0.366288621,0.579089872,0.380960926,23.06685678
0.1639099,0.7609715,0.56226726,0.354770158,0.234024227,0.667499569,21.72854471
0.365892145,0.910641236,0.708686122,0.025572475,0.245998519,0.842363012,21.84396932
0.743340226,0.308988587,0.0255987,0.513854575,0.091573133,0.896840826,21.11825343
0.424505479,0.099171183,0.081944361,0.501524377,0.684051444,0.86982492,26.83632924
0.806951288,0.363497549,0.369257187,0.681953932,0.975679295,0.31725279,30.64442008
0.718815711,0.84912013,0.250686713,0.19456136,0.214706828,0.501299001,20.61136699
0.942839446,0.462270066,0.891255959,0.188305303,0.134036033,0.486233581,19.77880514
0.534156021,0.763922123,0.88922755,0.790229458,0.24038408,0.476301323,24.70141206
0.802147954,0.585370419,0.98890334,0.912893643,0.152430602,0.990656651,27.10357451
0.322907106,0.975760208,0.363023743,0.694945739,0.929229678,0.132866999,30.10239601
0.345745845,0.557090061,0.822021894,0.470758875,0.320547486,0.806884726,24.30134143
0.400510464,0.782689973,0.65357948,0.835900237,0.318163913,0.319940687,24.56253187
0.410915734,0.384705588,0.406644448,0.615747693,0.396952123,0.136550601,21.72657954
0.103253221,0.449094678,0.0200649,0.71927918,0.888840993,0.947114082,31.30122523
0.519098939,0.270279611,0.327200702,0.479305393,0.991572004,0.549993853,29.86450343
0.096803219,0.253656198,0.415050959,0.352963685,0.617097613,0.739736477,24.79878732
0.889762136,0.553028593,0.062886246,0.703607569,0.770254033,0.410421986,29.04974315
0.061844783,0.671207045,0.114139298,0.53648558,0.03194681,0.694343857,19.38251413
0.44969443,0.035777622,0.152891993,0.668885561,0.804160028,0.019074365,24.99466525
0.284694066,0.039140725,0.001571466,0.904570218,0.231551055,0.463236262,21.21138278
0.154869416,0.02784328,0.361004877,0.764221062,0.315296739,0.383561644,21.22147145
0.783836691,0.533200317,0.552433483,0.358864379,0.797291753,0.192842686,26.68082529
0.714932399,0.583223756,0.61567158,0.217571484,0.026654019,0.101977143,16.23820628
0.14594789,0.549120105,0.278258609,0.284038416,0.623256272,0.516250968,24.12120461
0.632765641,0.484005604,0.811316216,0.185689982,0.288938266,0.936572438,23.19878368
0.792555167,0.560512036,0.774377644,0.7913236,0.912094565,0.300093162,31.62175511
0.77333222,0.301002697,0.69379574,0.90011417,0.30949271,0.545838374,25.33415556
0.092279598,0.914384591,0.659969887,0.838105908,0.207559125,0.826435556,25.56919053
0.685512719,0.850937571,0.291251757,0.256717328,0.363365467,0.222398864,21.37339968
0.716023921,0.500778064,0.123368781,0.810409354,0.567408246,0.725963004,28.4206053
0.862166267,0.611559771,0.160668891,0.14650536,0.636086879,0.863443566,26.62930772
0.508044339,0.609763696,0.053892593,0.971051855,0.104892385,0.76891845,23.85583066
0.461094,0.240842292,0.297046972,0.78664208,0.762177113,0.011552734,26.01402684
0.965116325,0.159422393,0.035091532,0.131330818,0.454520692,0.690868634,22.15771351
0.796512256,0.889945619,0.531276744,0.303640463,0.163899373,0.442260549,21.05971448
0.558730991,0.391395295,0.45106131,0.127893083,0.513576916,0.692119524,23.35911894
0.330617071,0.908753736,0.096707398,0.415886419,0.545951673,0.110526182,23.13192595
0.845237996,0.693429085,0.067924361,0.736012065,0.658935795,0.412157916,28.2567413
0.455436389,0.731630881,0.803323599,0.501504621,0.613960017,0.460584009,26.9902188
0.092685192,0.182676076,0.35397969,0.6949905,0.458497263,0.153541065,21.70398363
0.454904273,0.88771853,0.888565639,0.670556116,0.262162546,0.005622445,22.10321206
0.871968396,0.793953817,0.022844043,0.568680314,0.268722099,0.580225922,23.69794099
0.448282147,0.058480828,0.342278267,0.413089261,0.129159328,0.145936639,16.34355487
0.014349148,0.899585121,0.411555093,0.171559773,0.882144134,0.665344933,28.28659921
0.611485324,0.545394941,0.924941921,0.829690026,0.851731815,0.722953077,33.06025567
0.995830003,0.69658318,0.037238233,0.019406558,0.502142484,0.029727209,20.4280521
0.817248584,0.826425385,0.167591654,0.306231194,0.18577767,0.690301626,21.88338814
0.617237947,0.230328086,0.614123794,0.013080839,0.699123928,0.3798585,23.21391051
0.914398887,0.343271045,0.368323727,0.326679426,0.093031352,0.903401707,21.00455781
0.813581682,0.806742039,0.077770509,0.176811756,0.958269885,0.754426809,30.49628844
0.498639353,0.371215348,0.801433383,0.549965914,0.03002558,0.274518597,18.34577025
0.591220285,0.6539458,0.270553765,0.435019366,0.841418274,0.042846029,26.47147424
0.731292809,0.818789726,0.680400159,0.781985756,0.416245231,0.603881736,27.64582102
0.846426164,0.774809342,0.515802054,0.126134247,0.674594889,0.525487286,26.27036401
0.058176402,0.60471245,0.1483543,0.494693856,0.676264969,0.651549156,26.49411014
0.774803857,0.92434669,0.284738126,0.881524997,0.97753675,0.374542339,33.64205765
0.44750344,0.297850959,0.251458777,0.864380789,0.151794075,0.203585378,20.19148845
0.66079856,0.428593258,0.524320824,0.456954593,0.452693544,0.14988407,22.31732857
0.764633011,0.772687898,0.774097686,0.889605036,0.721397076,0.573984406,31.8727934
0.539501925,0.761892827,0.581981333,0.992170005,0.159685638,0.358022121,23.89701263
0.158514851,0.659608278,0.539800255,0.084528136,0.940516872,0.436064259,27.07924749
0.409526832,0.125586846,0.956676386,0.138982776,0.136538916,0.309575177,16.65106832
0.076872994,0.578462002,0.432325119,0.616092601,0.924945691,0.157001108,28.11852911
0.689300691,0.9659011,0.90686293,0.694887921,0.51021984,0.997366707,30.91539822
0.953706182,0.26392287,0.229994904,0.289445647,0.507625422,0.800168605,24.8731953
0.795252812,0.068972898,0.155903952,0.316679863,0.925188552,0.611452721,28.09088565
0.389786423,0.014767383,0.765265822,0.524270191,0.010431084,0.983513854,20.16013715
0.584291496,0.603436689,0.162443891,0.235191146,0.398795833,0.718560238,23.01205696
0.304200676,0.052146445,0.481996903,0.984335497,0.11978323,0.18683988,19.76544719
0.5410456,0.925108773,0.014096385,0.283254701,0.779881551,0.279148599,26.33241191
0.300726906,0.884183974,0.333026894,0.828181493,0.190540347,0.013525713,21.07674776
0.738324757,0.901208828,0.4121921,0.171162949,0.394785666,0.374940354,22.43767161
0.259341508,0.648244765,0.351536555,0.922203879,0.03398797,0.905160615,23.45760414
0.96402039,0.031026046,0.168418652,0.51354727,0.367163117,0.271406055,21.1180182
0.661948732,0.56184358,0.953208341,0.916665032,0.178960607,0.881269075,26.49310357
0.068777848,0.077520948,0.576746622,0.44430703,0.97415559,0.69680377,29.07496658
0.010777764,0.082140959,0.77933866,0.581759245,0.337758428,0.373092697,20.84610648
0.997046344,0.055687821,0.972637797,0.689709064,0.044658173,0.626095331,21.42474197
0.220505578,0.121444126,0.626572002,0.856675302,0.153135114,0.893940346,23.19257646
0.312562748,0.5288357,0.772253291,0.948934989,0.014122447,0.00133669,19.23977528
0.208414014,0.566874393,0.627140042,0.260240575,0.576358868,0.167831497,22.37506862
0.928101772,0.776875558,0.906579387,0.777348792,0.439559107,0.779195963,29.38148115
0.65201286,0.783241238,0.3401915,0.786866528,0.436943834,0.538256014,26.81984192
0.504386324,0.298220796,0.931549569,0.439966262,0.213717543,0.162664681,19.31849088
0.557650814,0.444632139,0.255119098,0.508938028,0.394339823,0.722399767,24.22958157
0.317872847,0.508564792,0.523860624,0.333109373,0.546005374,0.086851076,21.93220712
0.614175002,0.005265999,0.35057185,0.153703401,0.204766378,0.086257983,15.58071264
0.419600363,0.877290355,0.783124481,0.767946025,0.373238392,0.618223054,26.82341063
0.199228146,0.497961745,0.128340604,0.081332074,0.425095674,0.692215005,21.13506799
0.6566051,0.579119218,0.822945524,0.724448174,0.5154708,0.333769195,26.48617076
0.373840569,0.23187248,0.538304225,0.931982379,0.435785131,0.246444079,24.30429116
0.785066379,0.776039203,0.947320742,0.679247857,0.565740028,0.492958991,28.64839391
0.415394958,0.361410174,0.456193422,0.546210086,0.877260792,0.347262327,28.14001223
0.508271375,0.684331888,0.306576277,0.033452139,0.77422629,0.730922073,26.67544151
0.787466479,0.515812931,0.91467483,0.83790574,0.543822162,0.316754502,27.63145689
0.447878093,0.844288381,0.590930589,0.775537582,0.92162095,0.930974976,34.68256899
0.966221135,0.531678203,0.126601889,0.668966596,0.21655865,0.469132305,22.67554461
0.793028667,0.843615486,0.558714917,0.957029313,0.980038095,0.166737758,33.29129798
0.826430405,0.329778596,0.269547978,0.605454995,0.531960796,0.3947954,25.03675508
0.953920467,0.350086275,0.732066191,0.458710899,0.159981767,0.473948124,21.09798627
0.388850629,0.708477209,0.5585812,0.623703559,0.562226618,0.35520924,26.00599166
0.580080264,0.691556342,0.120030506,0.203298573,0.975428509,0.510104563,28.89033168
0.693591741,0.111193597,0.43838175,0.0612042,0.64675773,0.893470403,24.97400687
0.673458484,0.308979584,0.692524131,0.770717079,0.608106164,0.457810858,27.52327265
0.952936795,0.128699283,0.12867896,0.359659374,0.026647298,0.42231956,17.07431151
0.288348634,0.233264822,0.599182168,0.184438574,0.466642671,0.342444192,20.59382944
0.291361529,0.372070529,0.024062577,0.036188138,0.512323488,0.546523391,20.83265615
0.918004402,0.980280018,0.512840134,0.336827397,0.095760363,0.809683407,22.76461484
0.799305642,0.371218745,0.006703846,0.538675924,0.096831715,0.833846429,21.28559155
0.203356624,0.44711997,0.354763718,0.473184202,0.051096126,0.849130501,19.97812997
0.570046878,0.076399287,0.373362901,0.062436466,0.751657656,0.935169081,25.99969205
0.745763734,0.371246545,0.445776691,0.888387049,0.681054496,0.864266697,31.09824188
0.35303639,0.302649766,0.876481178,0.935336332,0.413389846,0.852131024,27.7620951
0.434382251,0.365974353,0.159392796,0.069617209,0.483941227,0.754611691,22.20383319
0.575396612,0.118529436,0.573447885,0.614140616,0.475277241,0.047265437,21.99105112
0.467108558,0.65689953,0.283997267,0.951320787,0.901292802,0.687674578,33.29272285
0.75304239,0.077674994,0.907376703,0.0552967,0.193056195,0.38536196,17.67543916
0.005938754,0.696256778,0.05047777,0.201520136,0.325200112,0.087412715,17.72495023
0.434632524,0.235939115,0.160778454,0.60966792,0.876886237,0.887329196,30.43553842
0.337581375,0.696828121,0.730538585,0.526778107,0.474889768,0.147149438,23.45654804
0.609164053,0.448505475,0.82841177,0.252785843,0.734307492,0.73915678,27.83065105
0.775958442,0.960432621,0.653128885,0.393350809,0.67342804,0.191744915,26.81287398
0.076145162,0.389808789,0.974080277,0.881875835,0.004667943,0.172212217,18.99116851
0.158059734,0.817913316,0.491967535,0.236009733,0.863723983,0.556036384,28.06873883
0.665081624,0.939172399,0.336371919,0.217808564,0.657292874,0.342936621,25.5612873
0.738402441,0.037341555,0.060042063,0.78249921,0.016059993,0.108498075,17.1090982
0.588201777,0.599646894,0.646597275,0.365887615,0.141752777,0.174542823,18.71431327
0.982803349,0.259861944,0.550864169,0.770198937,0.677847677,0.0239975,26.44684202
0.499461489,0.234235403,0.234147802,0.042726544,0.510140893,0.493344241,20.89762208
0.136292335,0.511488834,0.758866781,0.613870376,0.267191526,0.251406728,21.09190555
0.68629106,0.940798726,0.1377636,0.972557211,0.762109021,0.80853781,33.42496427
0.602075522,0.061924672,0.196683013,0.182536132,0.775419569,0.631997015,25.24518627
0.590421475,0.959136627,0.203005282,0.319390749,0.423024119,0.093517138,21.82298037
0.545853635,0.806592936,0.580317305,0.246546278,0.769367099,0.385870532,27.02299755
0.93909571,0.900207905,0.034108579,0.4322054,0.018825106,0.252279513,18.71050924
0.129156397,0.050356933,0.433856164,0.672672691,0.815457999,0.369250743,26.72795369
0.073197299,0.300734222,0.971406842,0.794875969,0.449367881,0.583687187,25.58581385
0.154117169,0.122227828,0.770439692,0.909474851,0.042328888,0.781066086,21.70070356
0.24499021,0.401547221,0.792343591,0.856598739,0.32545788,0.357644379,23.71644636
0.592946319,0.173551807,0.887574775,0.420908864,0.654582551,0.056494571,23.70082687
0.612425249,0.069136907,0.41182709,0.801461053,0.982986402,0.486380515,31.08650757
0.232601877,0.646967037,0.280115992,0.376754466,0.934730989,0.142791841,27.01753673
0.489225499,0.533995589,0.959881693,0.749804029,0.812810428,0.180892131,29.17727027
0.482061853,0.881954027,0.648023579,0.634271069,0.129953876,0.965332371,24.77375593
0.453110766,0.156040596,0.153539314,0.722533457,0.92286469,0.618453338,30.10649601
0.803545295,0.347876738,0.98812097,0.096789366,0.925693796,0.05295254,26.0867267
0.47169307,0.582724706,0.671812026,0.098351154,0.191137327,0.156910236,17.36758432
0.758365496,0.080969621,0.785714265,0.216762805,0.556531142,0.347990274,22.65711316
0.166481132,0.892253111,0.250552374,0.310852056,0.047446828,0.912361306,20.38183097
0.531967344,0.965924435,0.499094981,0.975137752,0.107392291,0.357165941,23.63571418
0.824104776,0.538183534,0.141704795,0.60809694,0.391533,0.816352314,25.90405655
0.177716584,0.827911043,0.374790162,0.792864273,0.226299149,0.613675236,23.94250314
0.464922169,0.491684028,0.547657592,0.283478525,0.276982364,0.954200794,23.0220463
0.609079316,0.095666647,0.423047599,0.076634789,0.476781982,0.263169993,19.63677245
0.184774575,0.40192077,0.068438692,0.047539469,0.012652087,0.731602615,15.77304443
0.756765606,0.525550237,0.723484063,0.564896462,0.776866144,0.881046965,31.29241534
0.078996248,0.732332176,0.777733767,0.634538465,0.571167229,0.829886902,28.33226172
0.946415509,0.135278724,0.405895864,0.924540496,0.122653287,0.307502144,21.46410412
0.468221494,0.440230662,0.239175016,0.151528492,0.772897676,0.850843127,27.0540562
0.336123086,0.695651897,0.680562438,0.169118079,0.760950307,0.929472048,28.57351792
0.116807007,0.632887693,0.570582104,0.977340416,0.438368168,0.327529442,25.75025797
0.432596643,0.084036874,0.655057815,0.291807685,0.183769519,0.717100735,19.64147465
0.659804029,0.336436862,0.375031022,0.400384157,0.189403178,0.702140301,21.07730976
0.094487279,0.047849072,0.623992554,0.615560401,0.249575343,0.995442765,22.93399096
0.306269095,0.149617265,0.405453675,0.66834062,0.42289976,0.974150875,25.62516572
0.836017583,0.209026151,0.53922532,0.849367333,0.779314264,0.648585491,30.79885422
0.646181026,0.415183354,0.278127782,0.469062883,0.03979952,0.534950781,18.92182922
0.206373012,0.500840752,0.40369012,0.022887845,0.985384741,0.06327453,24.79912006
0.160909796,0.822880531,0.280749548,0.311679156,0.265474831,0.083316144,18.68393914
0.904485026,0.777701314,0.646316594,0.462369325,0.755343365,0.27376428,28.31870662
0.287020221,0.499964372,0.16230823,0.447171093,0.342849153,0.470920705,21.46921582
0.179500169,0.309455827,0.582552027,0.869481958,0.65021053,0.235383447,26.3575312
0.999964019,0.132885969,0.581618008,0.351718152,0.228150632,0.178840494,19.01333193
0.309191828,0.883373484,0.818188164,0.455287581,0.426009942,0.332376607,24.00151419
0.124740188,0.456280474,0.750068227,0.629281183,0.860095567,0.051158347,27.09604978
0.46175763,0.618468993,0.026073801,0.219888989,0.124561466,0.239408494,16.82914693
0.43434511,0.695483178,0.602599625,0.666458343,0.437100794,0.080640162,23.50619959
0.926802476,0.74493713,0.080097154,0.500401687,0.740653078,0.529769851,28.74765838
0.134204947,0.823410475,0.07374541,0.420697292,0.677486377,0.51880152,26.09728732
0.091136406,0.490569017,0.839407216,0.401206367,0.994783787,0.120182508,27.85864688
0.092978671,0.433248224,0.261031767,0.786838774,0.422376391,0.711026169,25.22192985
0.904287466,0.752909224,0.738629065,0.311606623,0.66798085,0.196178817,26.04155022
0.449369178,0.361349991,0.985139206,0.148967652,0.521854998,0.873367317,24.98339961
0.150606528,0.054586951,0.988400926,0.385343344,0.996740163,0.754830315,29.99466889
0.593830098,0.815945293,0.699659366,0.285979033,0.01709083,0.95964377,21.40416813
0.537623356,0.653180247,0.564073446,0.021742189,0.610709869,0.954142412,26.11058124
0.198406748,0.459105594,0.810713717,0.28594271,0.676608276,0.54001403,25.52522658
0.603038139,0.98029373,0.184184311,0.557062398,0.694292744,0.43401423,28.2671924
0.340231234,0.676197065,0.990130972,0.725368498,0.020589223,0.185324874,19.72015615
0.238370768,0.13392473,0.202058941,0.574702135,0.532039897,0.748775944,24.75817543
0.510400611,0.350773721,0.698454251,0.759516204,0.278932886,0.284305145,22.44662134
0.291649262,0.534994591,0.072051351,0.097701599,0.870218411,0.998285933,28.31661952
0.222139922,0.79238128,0.149759472,0.778190505,0.392838902,0.351922778,24.18888663
0.879722408,0.852352906,0.203657081,0.861950219,0.177541305,0.689916243,25.37376734
0.155762577,0.591308912,0.432035651,0.465656836,0.523399567,0.095061051,22.28354644
0.280589977,0.077284502,0.210785635,0.403241592,0.936321787,0.59421915,27.73561865
0.38613838,0.374959939,0.747355976,0.328981273,0.544880352,0.507764647,24.06946564
